time, lead distance, setpoint, PV, integral, derivative, error
8.43, -1.90184, 1, 1.16757, 0.599729, 4.04621, -0.167565
8.44, -1.90356, 1, 1.16757, 0.598221, 0, -0.167565
8.45, -1.90524, 1, 1.16358, 0.596565, 0, -0.163583
8.46, -1.90691, 1, 1.15967, 0.59493, 0, -0.163583
8.47, -1.90855, 1, 1.15967, 0.593493, 0, -0.159667
8.48, -1.91014, 1, 1.15588, 0.592075, 0, -0.155884
8.49, -1.91174, 1, 1.15588, 0.590516, 0, -0.155884
8.5, -1.9133, 1, 1.15216, 0.589146, 0, -0.152164
8.51, -1.91486, 1, 1.14851, 0.587788, 0, -0.148507
8.52, -1.91638, 1, 1.14851, 0.586451, 0, -0.148507
8.53, -1.91787, 1, 1.14495, 0.584995, 0, -0.144947
8.54, -1.91935, 1, 1.14148, 0.5837, 0, -0.14148
8.55, -1.9208, 1, 1.14148, 0.582427, 0, -0.14148
8.56, -1.92221, 1, 1.1381, 0.581177, 0, -0.138101
8.57, -1.92363, 1, 1.13481, 0.579941, 0, -0.134809
8.58, -1.92501, 1, 1.13481, 0.578728, 0, -0.134809
8.59, -1.92636, 1, 1.13163, 0.577537, 0, -0.131628
8.6, -1.92771, 1, 1.12852, 0.576358, 0, -0.128523
8.61, -1.92902, 1, 1.12852, 0.575202, 0, -0.128523
8.62, -1.93031, 1, 1.12547, 0.57406, 0, -0.125467
8.63, -1.93159, 1, 1.12249, 0.572931, 0, -0.125467
8.64, -1.93285, 1, 1.12249, 0.571829, 0, -0.122488
8.65, -1.93407, 1, 1.11958, 0.570618, 0, -0.119583
8.66, -1.9353, 1, 1.11675, 0.569542, 0, -0.119583
8.67, -1.93649, 1, 1.11675, 0.568491, 0, -0.11675
8.68, -1.93766, 1, 1.11396, 0.567335, 0, -0.113963
8.69, -1.93883, 1, 1.11396, 0.566309, 0, -0.113963
8.7, -1.93997, 1, 1.11125, 0.565305, 0, -0.111247
8.71, -1.94111, 1, 1.10858, 0.564309, 0, -0.108578
8.72, -1.94222, 1, 1.10858, 0.563224, 0, -0.108578
8.73, -1.94331, 1, 1.10598, 0.562265, 0, -0.105978
8.74, -1.94439, 1, 1.10342, 0.561313, 2.55359, -0.103425
8.75, -1.94545, 1, 1.10342, 0.560383, 0, -0.103425
8.76, -1.94649, 1, 1.10094, 0.559464, 0, -0.100939
8.77, -1.94752, 1, 1.10094, 0.558556, 0, -0.100939
8.78, -1.94853, 1, 1.0985, 0.557667, 0, -0.0984985
8.79, -1.94954, 1, 1.09612, 0.556691, 0, -0.0961239
8.8, -1.95052, 1, 1.09612, 0.555826, 0, -0.0961239
8.81, -1.95149, 1, 1.09383, 0.554979, 0, -0.0938318
8.82, -1.95245, 1, 1.0916, 0.554144, 0, -0.0915974
8.83, -1.95339, 1, 1.0916, 0.55332, 0, -0.0915974
8.84, -1.9543, 1, 1.0894, 0.552511, 0, -0.0894011
8.85, -1.95522, 1, 1.08726, 0.551623, 0, -0.0872619
8.86, -1.95611, 1, 1.08726, 0.550838, 0, -0.0872619
8.87, -1.95698, 1, 1.08516, 0.54998, 0, -0.0851604
8.88, -1.95786, 1, 1.08311, 0.549217, 0, -0.0831146
8.89, -1.95871, 1, 1.08311, 0.548469, 0, -0.0831146
8.9, -1.95954, 1, 1.08112, 0.547652, 0, -0.0811226
8.91, -1.96037, 1, 1.07918, 0.546926, 0, -0.0791823
8.92, -1.96118, 1, 1.07918, 0.546213, 0, -0.0791823
8.93, -1.96197, 1, 1.07729, 0.545512, 0, -0.0772919
8.94, -1.96277, 1, 1.07545, 0.544818, 1.84214, -0.0754497
8.95, -1.96354, 1, 1.07545, 0.544139, 0, -0.0754497
8.96, -1.96429, 1, 1.07365, 0.543395, 0, -0.0736542
8.97, -1.96505, 1, 1.0719, 0.542734, 1.75036, -0.0719039
8.98, -1.96578, 1, 1.0719, 0.542087, 0, -0.0719039
8.99, -1.9665, 1, 1.07018, 0.541447, 0, -0.0701828
9, -1.96722, 1, 1.07018, 0.540745, 0, -0.0701828
9.01, -1.96792, 1, 1.06851, 0.540128, 0, -0.0685063
9.02, -1.96863, 1, 1.06686, 0.539517, 0, -0.0668589
9.03, -1.96931, 1, 1.06686, 0.538982, 0, -0.0668589
9.04, -1.96998, 1, 1.06525, 0.538325, 0, -0.0652549
9.05, -1.97065, 1, 1.06368, 0.537739, 1.57517, -0.0636797
9.06, -1.9713, 1, 1.06368, 0.537102, 0, -0.0636797
9.07, -1.97194, 1, 1.06215, 0.536538, 0, -0.0621468
9.08, -1.97257, 1, 1.06064, 0.535918, 1.50478, -0.060642
9.09, -1.9732, 1, 1.06064, 0.535372, 0, -0.060642
9.1, -1.9738, 1, 1.05918, 0.534834, 0, -0.0591781
9.11, -1.97441, 1, 1.05775, 0.534244, 1.42466, -0.0577534
9.12, -1.975, 1, 1.05775, 0.533724, 0, -0.0577534
9.13, -1.97558, 1, 1.05635, 0.53321, 0, -0.056355
9.14, -1.97615, 1, 1.05635, 0.532646, 0, -0.056355
9.15, -1.97672, 1, 1.05498, 0.53215, 0, -0.0549832
9.16, -1.97728, 1, 1.05365, 0.531659, 0, -0.0536496
9.17, -1.97783, 1, 1.05365, 0.531176, 0, -0.0536496
9.18, -1.97837, 1, 1.05235, 0.530702, 0, -0.0523524
9.19, -1.9789, 1, 1.0511, 0.530235, 0, -0.0511007
9.2, -1.97943, 1, 1.0511, 0.529724, 0, -0.0511007
9.21, -1.97994, 1, 1.04988, 0.529274, 0, -0.0498812
9.22, -1.98045, 1, 1.04869, 0.528828, 0, -0.0486928
9.23, -1.98095, 1, 1.04869, 0.52839, 0, -0.0486928
9.24, -1.98144, 1, 1.04753, 0.52796, 0, -0.0475344
9.25, -1.98192, 1, 1.0464, 0.527533, 1.13884, -0.0463955
9.26, -1.9824, 1, 1.0464, 0.527116, 0, -0.0463955
9.27, -1.98286, 1, 1.04529, 0.526659, 0, -0.0452862
9.28, -1.98333, 1, 1.0442, 0.526251, 0, -0.0452862
9.29, -1.98378, 1, 1.0442, 0.525853, 0, -0.0441963
9.3, -1.98422, 1, 1.04314, 0.52546, 0, -0.0431353
9.31, -1.98466, 2, 1.04314, 0.528072, 0, 0.956865
9.32, -1.97509, 2, 1.08271, 0.536327, 0, 0.917289
9.33, -1.96553, 2, 1.1195, 0.544472, 0, 0.880503
9.34, -1.95635, 2, 1.1195, 0.552397, 0, 0.880503
9.35, -1.94755, 2, 1.1536, 0.560083, 0, 0.846401
9.36, -1.93874, 2, 1.1853, 0.567637, 0, 0.814703
9.37, -1.93028, 2, 1.1853, 0.575784, 0, 0.814703
9.38, -1.92213, 2, 1.21468, 0.582881, 0, 0.785325
9.39, -1.91398, 2, 1.2423, 0.589894, 0, 0.757704
9.4, -1.90613, 2, 1.2423, 0.597471, 0, 0.757704
9.41, -1.89855, 2, 1.26817, 0.604109, 0, 0.731828
9.42, -1.89098, 2, 1.29262, 0.610671, -24.4487, 0.707379
9.43, -1.88366, 2, 1.29262, 0.617038, 0, 0.707379
9.44, -1.87659, 2, 1.31563, 0.623973, 0, 0.684373
9.45, -1.86951, 2, 1.33733, 0.630111, -21.7018, 0.662671
9.46, -1.86267, 2, 1.33733, 0.636075, 0, 0.662671
9.47, -1.85604, 2, 1.35785, 0.641936, 0, 0.642152
9.48, -1.84941, 2, 1.37729, 0.647716, 0, 0.642152
9.49, -1.84299, 2, 1.37729, 0.65332, 0, 0.622707
9.5, -1.83677, 2, 1.39576, 0.658851, 0, 0.604242
9.51, -1.83054, 2, 1.39576, 0.664289, 0, 0.604242
9.52, -1.8245, 2, 1.41345, 0.669603, 0, 0.586548
9.53, -1.81845, 2, 1.43031, 0.675418, 0, 0.56969
9.54, -1.81259, 2, 1.43031, 0.679976, 0, 0.56969
9.55, -1.80689, 2, 1.44652, 0.685575, 0, 0.553482
9.56, -1.80119, 2, 1.46201, 0.690541, -15.4882, 0.537994
9.57, -1.79566, 2, 1.46201, 0.695921, 0, 0.537994
9.58, -1.79028, 2, 1.47672, 0.70066, 0, 0.523276
9.59, -1.7849, 2, 1.49085, 0.704832, -14.1232, 0.509152
9.6, -1.77967, 2, 1.49085, 0.709924, 0, 0.509152
9.61, -1.77458, 2, 1.50452, 0.714438, 0, 0.495479
9.62, -1.76948, 2, 1.50452, 0.718897, 0, 0.495479
9.63, -1.76453, 2, 1.51777, 0.72325, 0, 0.482233
9.64, -1.75957, 2, 1.53051, 0.727552, 0, 0.469492
9.65, -1.75475, 2, 1.53051, 0.732247, 0, 0.469492
9.66, -1.75006, 2, 1.54278, 0.736374, 0, 0.45722
9.67, -1.74536, 2, 1.55461, 0.740454, 0, 0.445386
9.68, -1.74079, 2, 1.55461, 0.744462, 0, 0.445386
9.69, -1.73634, 2, 1.56604, 0.748825, 0, 0.433961
9.7, -1.73188, 2, 1.57717, 0.752708, 0, 0.422834
9.71, -1.72754, 2, 1.57717, 0.756514, 0, 0.422834
9.72, -1.72331, 2, 1.58783, 0.760244, 0, 0.412165
9.73, -1.71909, 2, 1.59825, 0.763944, -10.4115, 0.401754
9.74, -1.71496, 2, 1.59825, 0.767961, 0, 0.401754
9.75, -1.71095, 2, 1.60832, 0.771516, 0, 0.391675
9.76, -1.70693, 2, 1.61801, 0.775022, 0, 0.381989
9.77, -1.70301, 2, 1.61801, 0.77846, 0, 0.381989
9.78, -1.69919, 2, 1.62749, 0.78185, 0, 0.372513
9.79, -1.69537, 2, 1.63661, 0.785194, -9.11792, 0.363395
9.8, -1.69165, 2, 1.63661, 0.788465, 0, 0.363395
9.81, -1.68801, 2, 1.64546, 0.791691, 0, 0.354536
9.82, -1.68438, 2, 1.65415, 0.795236, 0, 0.354536
9.83, -1.68083, 2, 1.65415, 0.798003, 0, 0.345854
9.84, -1.67738, 2, 1.66258, 0.80109, 0, 0.337419
9.85, -1.67392, 2, 1.66258, 0.804465, 0, 0.337419
9.86, -1.67054, 2, 1.67085, 0.807773, 0, 0.329152
9.87, -1.66717, 2, 1.67894, 0.810719, 0, 0.321055
9.88, -1.66388, 2, 1.67894, 0.813608, 0, 0.321055
9.89, -1.66067, 2, 1.68681, 0.816451, 0, 0.313193
9.9, -1.65746, 2, 1.69444, 0.819262, -7.63831, 0.305555
9.91, -1.65432, 2, 1.69444, 0.822317, 0, 0.305555
9.92, -1.65127, 2, 1.70187, 0.825023, 0, 0.298131
9.93, -1.64821, 2, 1.70915, 0.827706, 0, 0.298131
9.94, -1.64523, 2, 1.70915, 0.830614, 0, 0.290851
9.95, -1.64232, 2, 1.71622, 0.833197, 0, 0.283776
9.96, -1.63941, 2, 1.7231, 0.835751, 0, 0.283776
9.97, -1.63658, 2, 1.7231, 0.838243, 0, 0.276898
9.98, -1.63381, 2, 1.72974, 0.840702, 0, 0.270262
9.99, -1.63104, 2, 1.7362, 0.843134, 0, 0.270262
10, -1.62834, 2, 1.7362, 0.845508, 0, 0.263798
10.01, -1.6257, 2, 1.7425, 0.848115, 0, 0.257501
10.02, -1.62306, 2, 1.7425, 0.850175, 0, 0.257501
10.03, -1.62049, 2, 1.74864, 0.852443, 0, 0.251365
10.04, -1.61791, 2, 1.75467, 0.854939, 0, 0.245333
10.05, -1.6154, 2, 1.75467, 0.857147, 0, 0.245333
10.06, -1.61294, 2, 1.76054, 0.859553, 0, 0.239459
10.07, -1.61049, 2, 1.76631, 0.861697, 0, 0.233689
10.08, -1.6081, 2, 1.76631, 0.864033, 0, 0.233689
10.09, -1.60576, 2, 1.77193, 0.866097, 0, 0.228072
10.1, -1.60342, 2, 1.7774, 0.868139, 0, 0.222603
10.11, -1.60114, 2, 1.7774, 0.870365, 0, 0.222603
10.12, -1.59892, 2, 1.78272, 0.872331, 0, 0.217277
10.13, -1.59669, 2, 1.78791, 0.874276, 0, 0.212088
10.14, -1.59452, 2, 1.78791, 0.876397, 0, 0.212088
10.15, -1.5924, 2, 1.79297, 0.878271, 0, 0.207031
10.16, -1.59027, 2, 1.79786, 0.880119, 0, 0.202144
10.17, -1.5882, 2, 1.79786, 0.881939, 0, 0.202144
10.18, -1.58618, 2, 1.80267, 0.883729, 0, 0.197335
10.19, -1.58416, 2, 1.80735, 0.885693, 0, 0.192647
10.2, -1.58219, 2, 1.80735, 0.887234, 0, 0.192647
10.21, -1.58026, 2, 1.81192, 0.888945, 0, 0.188075
10.22, -1.57834, 2, 1.81638, 0.890638, 0, 0.188075
10.23, -1.57645, 2, 1.81638, 0.892474, 0, 0.183617
10.24, -1.57462, 2, 1.82077, 0.894109, 0, 0.179232
10.25, -1.57278, 2, 1.82077, 0.895722, 0, 0.179232
10.26, -1.57099, 2, 1.82504, 0.897476, 0, 0.174959
10.27, -1.5692, 2, 1.82921, 0.899034, 0, 0.170795
10.28, -1.56745, 2, 1.82921, 0.9004, 0, 0.170795
10.29, -1.56574, 2, 1.83323, 0.902072, 0, 0.166769
10.3, -1.56403, 2, 1.83716, 0.903394, 0, 0.162841
10.31, -1.56236, 2, 1.83716, 0.905023, 0, 0.162841
10.32, -1.56074, 2, 1.84099, 0.906458, 0, 0.159006
10.33, -1.55911, 2, 1.84474, 0.907877, 0, 0.155263
10.34, -1.55752, 2, 1.84474, 0.909275, 0, 0.155263
10.35, -1.55596, 2, 1.84836, 0.910643, 0, 0.15164
10.36, -1.55441, 2, 1.85193, 0.912149, 0, 0.148069
10.37, -1.5529, 2, 1.85193, 0.913482, 0, 0.148069
10.38, -1.55142, 2, 1.85542, 0.914934, 0, 0.144584
10.39, -1.54993, 2, 1.85885, 0.916229, 0, 0.141153
10.4, -1.54849, 2, 1.85885, 0.917499, 0, 0.141153
10.41, -1.54708, 2, 1.86219, 0.918887, 0, 0.137807
10.42, -1.54567, 2, 1.86546, 0.920121, 0, 0.134544
10.43, -1.54429, 2, 1.86546, 0.921332, 0, 0.134544
10.44, -1.54294, 2, 1.86867, 0.922527, 0, 0.131334
10.45, -1.5416, 2, 1.86867, 0.923709, 0, 0.131334
10.46, -1.54028, 2, 1.87179, 0.924991, 0, 0.128205
10.47, -1.53897, 2, 1.87487, 0.926132, 0, 0.12513
10.48, -1.53769, 2, 1.87487, 0.927258, 0, 0.12513
10.49, -1.53644, 2, 1.87786, 0.928361, 0, 0.122135
10.5, -1.53519, 2, 1.88076, 0.929448, 0, 0.119242
10.51, -1.53396, 2, 1.88076, 0.930521, 0, 0.119242
10.52, -1.53277, 2, 1.8836, 0.931575, 0, 0.116396
10.53, -1.53158, 2, 1.88638, 0.932617, 0, 0.113623
10.54, -1.53042, 2, 1.88638, 0.933639, 0, 0.113623
10.55, -1.52928, 2, 1.88908, 0.934646, 0, 0.11092
10.56, -1.52814, 2, 1.89174, 0.935644, 0, 0.11092
10.57, -1.52703, 2, 1.89174, 0.936618, 0, 0.108262
10.58, -1.52595, 2, 1.8943, 0.93758, 0, 0.105695
10.59, -1.52487, 2, 1.89683, 0.938637, 0, 0.105695
10.6, -1.52381, 2, 1.89683, 0.939565, 0, 0.10317
10.61, -1.52278, 2, 1.89927, 0.940482, 0, 0.100731
10.62, -1.52175, 2, 1.89927, 0.941388, 0, 0.100731
10.63, -1.52074, 2, 1.90165, 0.942273, 0, 0.0983509
10.64, -1.51973, 2, 1.90399, 0.943152, 0, 0.096009
10.65, -1.51875, 2, 1.90399, 0.944016, 0, 0.096009
10.66, -1.51779, 2, 1.90627, 0.944958, 0, 0.0937262
10.67, -1.51683, 2, 1.9085, 0.945886, 0, 0.0915006
10.68, -1.51589, 2, 1.9085, 0.946709, 0, 0.0915006
10.69, -1.51498, 2, 1.91069, 0.947428, 0, 0.089312
10.7, -1.51406, 2, 1.91282, 0.94823, -2.13223, 0.0871798
10.71, -1.51317, 2, 1.91282, 0.949102, 0, 0.0871798
10.72, -1.5123, 2, 1.9149, 0.949874, 0, 0.085102
10.73, -1.51143, 2, 1.91692, 0.950638, -2.02521, 0.0830768
10.74, -1.51057, 2, 1.91692, 0.951302, 0, 0.0830768
10.75, -1.50974, 2, 1.91891, 0.952125, 0, 0.0810858
10.76, -1.50891, 2, 1.91891, 0.952855, 0, 0.0810858
10.77, -1.5081, 2, 1.92084, 0.953567, 0, 0.0791628
10.78, -1.50729, 2, 1.92273, 0.954274, 0, 0.0772716
10.79, -1.5065, 2, 1.92273, 0.95497, 0, 0.0772716
10.8, -1.50573, 2, 1.92457, 0.955728, 0, 0.0754287
10.81, -1.50495, 2, 1.92637, 0.956403, 0, 0.0736326
10.82, -1.5042, 2, 1.92637, 0.957066, 0, 0.0736326
10.83, -1.50346, 2, 1.92813, 0.957718, 0, 0.0718668
10.84, -1.50273, 2, 1.92985, 0.958363, -1.71987, 0.0701469
10.85, -1.50201, 2, 1.92985, 0.958994, 0, 0.0701469
10.86, -1.50131, 2, 1.93153, 0.959617, 0, 0.0684714
10.87, -1.50061, 2, 1.93153, 0.960233, 0, 0.0684714
10.88, -1.49992, 2, 1.93316, 0.960835, 0, 0.0668387
10.89, -1.49924, 2, 1.93477, 0.961432, 0, 0.0652342
10.9, -1.49857, 2, 1.93477, 0.962019, 0, 0.0652342
10.91, -1.49792, 2, 1.93634, 0.96266, 0, 0.0636585
10.92, -1.49726, 2, 1.93787, 0.963292, 0, 0.0621252
10.93, -1.49663, 2, 1.93787, 0.963789, 0, 0.0621252
10.94, -1.49601, 2, 1.93935, 0.964398, 0, 0.060645
10.95, -1.49538, 2, 1.9408, 0.96494, 0, 0.0592023
10.96, -1.49478, 2, 1.9408, 0.965473, 0, 0.0592023
10.97, -1.49419, 2, 1.94222, 0.966055, 0, 0.0577839
10.98, -1.49359, 2, 1.9436, 0.966572, 0, 0.0564023
10.99, -1.49302, 2, 1.9436, 0.96708, 0, 0.0564023
11, -1.49245, 2, 1.94494, 0.967634, 0, 0.0550562
11.01, -1.49189, 2, 1.94624, 0.968072, 0, 0.0537554
11.02, -1.49134, 2, 1.94624, 0.968556, 0, 0.0537554
11.03, -1.4908, 2, 1.94752, 0.969033, 0, 0.0524755
11.04, -1.49026, 2, 1.94877, 0.969506, 0, 0.0524755
11.05, -1.48974, 2, 1.94877, 0.970018, 0, 0.0512278
11.06, -1.48922, 2, 1.95, 0.970474, 0, 0.0500011
11.07, -1.48871, 2, 1.95, 0.970974, 0, 0.0500011
11.08, -1.48821, 2, 1.95119, 0.971364, 0, 0.0488061
11.09, -1.48771, 2, 1.95236, 0.971848, 0, 0.0476418
11.1, -1.48722, 2, 1.95236, 0.972229, 0, 0.0476418
11.11, -1.48675, 2, 1.95349, 0.972696, 0, 0.0465071
11.12, -1.48627, 2, 1.9546, 0.973066, 0, 0.045401
11.13, -1.48581, 2, 1.9546, 0.973475, 0, 0.045401
11.14, -1.48535, 2, 1.95568, 0.973877, 0, 0.0443227
11.15, -1.4849, 2, 1.95674, 0.974276, 0, 0.0443227
11.16, -1.48446, 2, 1.95674, 0.974665, 0, 0.0432623
11.17, -1.48402, 4, 1.95777, 0.98305, 0, 2.04223
11.18, -1.46359, 4, 1.95777, 0.999388, 0, 2.04223
11.19, -1.44317, 4, 2.04438, 1.01912, 0, 1.95562
11.2, -1.42275, 4, 2.12433, 1.03648, 0, 1.87567
11.21, -1.40319, 4, 2.12433, 1.05524, 0, 1.87567
11.22, -1.38443, 4, 2.19835, 1.07152, 0, 1.80165
11.23, -1.36568, 4, 2.26705, 1.0858, 0, 1.73295
11.24, -1.34766, 4, 2.26705, 1.10313, 0, 1.73295
11.25, -1.33033, 4, 2.33133, 1.11834, 0, 1.66867
11.26, -1.313, 4, 2.39128, 1.13491, 0, 1.60872
11.27, -1.29631, 4, 2.39128, 1.15099, 0, 1.60872
11.28, -1.28023, 4, 2.44734, 1.16508, 0, 1.55266
11.29, -1.26414, 4, 2.4999, 1.17895, 0, 1.5001
11.3, -1.24861, 4, 2.4999, 1.19245, 0, 1.5001
11.31, -1.23361, 4, 2.54961, 1.20715, 0, 1.45039
11.32, -1.21861, 4, 2.59641, 1.22016, -46.8061, 1.40359
11.33, -1.20411, 4, 2.59641, 1.2342, 0, 1.40359
11.34, -1.19007, 4, 2.6406, 1.24656, 0, 1.3594
11.35, -1.17604, 4, 2.6824, 1.25876, -41.804, 1.3176
11.36, -1.16244, 4, 2.6824, 1.27061, 0, 1.3176
11.37, -1.14927, 4, 2.72178, 1.28224, 0, 1.27822
11.38, -1.13609, 4, 2.75948, 1.29374, 0, 1.27822
11.39, -1.12331, 4, 2.75948, 1.3049, 0, 1.24052
11.4, -1.1109, 4, 2.79537, 1.31593, 0, 1.20463
11.41, -1.0985, 4, 2.79537, 1.32677, 0, 1.20463
11.42, -1.08645, 4, 2.82961, 1.33733, 0, 1.17039
11.43, -1.0744, 4, 2.86234, 1.34777, 0, 1.13766
11.44, -1.0627, 4, 2.86234, 1.35801, 0, 1.13766
11.45, -1.05132, 4, 2.89367, 1.36914, 0, 1.10633
11.46, -1.03995, 4, 2.92371, 1.379, 0, 1.07629
11.47, -1.02888, 4, 2.92371, 1.38869, 0, 1.07629
11.48, -1.01812, 4, 2.95256, 1.39817, 0, 1.04744
11.49, -1.00736, 4, 2.9803, 1.40754, 0, 1.0197
11.5, -0.996883, 4, 2.9803, 1.41774, 0, 1.0197
11.51, -0.986686, 4, 3.00681, 1.42671, 0, 0.993188
11.52, -0.976489, 4, 3.03259, 1.43559, 0, 0.96741
11.53, -0.966558, 4, 3.03259, 1.44527, 0, 0.96741
11.54, -0.956883, 4, 3.05747, 1.4538, 0, 0.942532
11.55, -0.947209, 4, 3.0815, 1.46224, 0, 0.918498
11.56, -0.937784, 4, 3.0815, 1.47142, 0, 0.918498
11.57, -0.928599, 4, 3.10474, 1.47952, 0, 0.895257
11.58, -0.919414, 4, 3.12724, 1.48754, 0, 0.872763
11.59, -0.910461, 4, 3.12724, 1.49539, 0, 0.872763
11.6, -0.901734, 4, 3.14903, 1.50312, 0, 0.850974
11.61, -0.893006, 4, 3.17015, 1.51075, -21.121, 0.829853
11.62, -0.884496, 4, 3.17015, 1.51822, 0, 0.829853
11.63, -0.876198, 4, 3.19063, 1.52559, 0, 0.809365
11.64, -0.867899, 4, 3.19063, 1.53287, 0, 0.809365
11.65, -0.859806, 4, 3.21052, 1.53998, 0, 0.78948
11.66, -0.851712, 4, 3.22999, 1.54702, 0, 0.770009
11.67, -0.843817, 4, 3.22999, 1.55472, 0, 0.770009
11.68, -0.836117, 4, 3.24904, 1.56077, 0, 0.750955
11.69, -0.828417, 4, 3.26738, 1.56823, 0, 0.732616
11.7, -0.820908, 4, 3.26738, 1.57482, 0, 0.732616
11.71, -0.813581, 4, 3.2855, 1.58204, 0, 0.7145
11.72, -0.806255, 4, 3.30294, 1.58843, 0, 0.697062
11.73, -0.79911, 4, 3.30294, 1.59401, 0, 0.697062
11.74, -0.79214, 4, 3.31989, 1.6002, 0, 0.680114
11.75, -0.785169, 4, 3.31989, 1.60632, 0, 0.680114
11.76, -0.778368, 4, 3.3365, 1.61164, 0, 0.663499
11.77, -0.771567, 4, 3.35265, 1.61758, 0, 0.647352
11.78, -0.764932, 4, 3.35265, 1.62341, 0, 0.647352
11.79, -0.758458, 4, 3.36835, 1.62914, 0, 0.631652
11.8, -0.751985, 4, 3.38349, 1.63481, -15.1436, 0.616509
11.81, -0.745668, 4, 3.38349, 1.64097, 0, 0.616509
11.82, -0.739503, 4, 3.39824, 1.64642, 0, 0.601756
11.83, -0.733338, 4, 3.41274, 1.65182, -14.4927, 0.587263
11.84, -0.72732, 4, 3.41274, 1.65652, 0, 0.587263
11.85, -0.721448, 4, 3.42696, 1.66234, 0, 0.573038
11.86, -0.715575, 4, 3.42696, 1.66749, 0, 0.573038
11.87, -0.709845, 4, 3.4408, 1.6731, 0, 0.559199
11.88, -0.704114, 4, 3.45427, 1.67753, 0, 0.545733
11.89, -0.698522, 4, 3.45427, 1.68244, 0, 0.545733
11.9, -0.693065, 4, 3.46738, 1.68726, 0, 0.532623
11.91, -0.687608, 4, 3.48014, 1.69203, 0, 0.519858
11.92, -0.682282, 4, 3.48014, 1.69671, 0, 0.519858
11.93, -0.677083, 4, 3.49247, 1.7013, 0, 0.507528
11.94, -0.671884, 4, 3.5047, 1.70587, 0, 0.507528
11.95, -0.666809, 4, 3.5047, 1.71033, 0, 0.4953
11.96, -0.661856, 4, 3.5166, 1.71425, 0, 0.483397
11.97, -0.656903, 4, 3.5166, 1.71909, 0, 0.483397
11.98, -0.652069, 4, 3.52819, 1.72287, 0, 0.471807
11.99, -0.647235, 4, 3.53958, 1.72711, -11.3828, 0.460424
12, -0.642517, 4, 3.53958, 1.73125, 0, 0.460424
12.01, -0.637913, 4, 3.55065, 1.73579, 0, 0.449346
12.02, -0.633309, 4, 3.56144, 1.73982, -10.7856, 0.43856
12.03, -0.628815, 4, 3.56144, 1.74377, 0, 0.43856
12.04, -0.62443, 4, 3.57203, 1.7481, 0, 0.427969
12.05, -0.620044, 4, 3.58234, 1.75237, -10.3068, 0.417662
12.06, -0.615764, 4, 3.58234, 1.75613, 0, 0.417662
12.07, -0.611588, 4, 3.59245, 1.76026, 0, 0.407546
12.08, -0.607411, 4, 3.59245, 1.76393, 0, 0.407546
12.09, -0.603336, 4, 3.6023, 1.76751, 0, 0.397704
12.1, -0.59926, 4, 3.61195, 1.77106, 0, 0.388047
12.11, -0.595283, 4, 3.61195, 1.77455, 0, 0.388047
12.12, -0.591403, 4, 3.62134, 1.77797, 0, 0.378656
12.13, -0.587522, 4, 3.63041, 1.78136, 0, 0.369594
12.14, -0.583736, 4, 3.63041, 1.78468, 0, 0.369594
12.15, -0.58004, 4, 3.63923, 1.78795, 0, 0.360767
12.16, -0.576344, 4, 3.64783, 1.79118, 0, 0.352165
12.17, -0.572736, 4, 3.64783, 1.79435, 0, 0.352165
12.18, -0.569214, 4, 3.65622, 1.79746, 0, 0.343782
12.19, -0.565693, 4, 3.66439, 1.80089, 0, 0.335609
12.2, -0.562255, 4, 3.66439, 1.80391, 0, 0.335609
12.21, -0.558899, 4, 3.67236, 1.80688, 0, 0.327641
12.22, -0.555543, 4, 3.68019, 1.80983, 0, 0.327641
12.23, -0.552266, 4, 3.68019, 1.81271, 0, 0.319806
12.24, -0.549068, 4, 3.68776, 1.81523, 0, 0.312236
12.25, -0.54587, 4, 3.68776, 1.81836, 0, 0.312236
12.26, -0.542748, 4, 3.69515, 1.8211, 0, 0.304851
12.27, -0.539625, 4, 3.70241, 1.82412, 0, 0.297586
12.28, -0.536577, 4, 3.70241, 1.8268, 0, 0.297586
12.29, -0.533601, 4, 3.7095, 1.82971, 0, 0.290505
12.3, -0.530625, 4, 3.7164, 1.8323, 0, 0.283602
12.31, -0.52772, 4, 3.7164, 1.83485, 0, 0.283602
12.32, -0.524884, 4, 3.72324, 1.83764, 0, 0.276757
12.33, -0.522048, 4, 3.7299, 1.84012, 0, 0.270096
12.34, -0.519281, 4, 3.7299, 1.84255, 0, 0.270096
12.35, -0.51658, 4, 3.73639, 1.84494, 0, 0.263611
12.36, -0.513879, 4, 3.7427, 1.8473, -6.31504, 0.257296
12.37, -0.511243, 4, 3.7427, 1.84936, 0, 0.257296
12.38, -0.50867, 4, 3.74886, 1.85191, 0, 0.251145
12.39, -0.506097, 4, 3.74886, 1.85391, 0, 0.251145
12.4, -0.503585, 4, 3.75485, 1.85613, 0, 0.245152
12.41, -0.501074, 4, 3.76074, 1.85856, 0, 0.239262
12.42, -0.498622, 4, 3.76074, 1.86071, 0, 0.239262
12.43, -0.49623, 4, 3.76647, 1.86283, 0, 0.233527
12.44, -0.493837, 4, 3.77206, 1.86492, 0, 0.227941
12.45, -0.491502, 4, 3.77206, 1.86697, 0, 0.227941
12.46, -0.489222, 4, 3.77755, 1.86922, 0, 0.222453
12.47, -0.486943, 4, 3.78289, 1.87121, -5.34242, 0.21711
12.48, -0.484718, 4, 3.78289, 1.87317, 0, 0.21711
